Date,Brand,AvgPrice,UnitSold,DrakeT,KanyeT,YeezyT,OffWhiteT
1/1/2019,Off-White,538.6911765,68,14,10,9,4
1/1/2019,Yeezy,315.4236641,262,14,10,9,4
1/2/2019,Off-White,544.4629064,94,14,10,9,4
1/2/2019,Yeezy,339.0585106,376,14,10,9,4
1/3/2019,Off-White,549.06,100,17,6,8,4
1/3/2019,Yeezy,325.6749642,452,17,6,8,4
1/4/2019,Off-White,519.383976,75,17,6,8,4
1/4/2019,Yeezy,323.0972748,519,17,6,8,4
1/5/2019,Off-White,587.0923077,65,17,6,8,4
1/5/2019,Yeezy,319.5601736,406,17,6,8,4
1/6/2019,Off-White,558.8421053,57,17,6,8,4
1/6/2019,Yeezy,325.0109327,318,17,6,8,4
1/7/2019,Off-White,544.5168539,89,17,6,8,4
1/7/2019,Yeezy,339.5985222,406,17,6,8,4
1/8/2019,Off-White,588.1621622,74,17,6,8,4
1/8/2019,Yeezy,343.7704285,414,17,6,8,4
1/9/2019,Off-White,556.9176471,85,17,6,8,4
1/9/2019,Yeezy,326.8514412,451,17,6,8,4
1/10/2019,Off-White,532.3880597,67,14,6,7,4
1/10/2019,Yeezy,319.8083507,339,14,6,7,4
1/11/2019,Off-White,552.5176515,66,14,6,7,4
1/11/2019,Yeezy,319.1265397,345,14,6,7,4
1/12/2019,Off-White,566,53,14,6,7,4
1/12/2019,Yeezy,324.1433566,286,14,6,7,4
1/13/2019,Off-White,603.1176471,51,14,6,7,4
1/13/2019,Yeezy,319.5659574,235,14,6,7,4
1/14/2019,Off-White,545.92,75,14,6,7,4
1/14/2019,Yeezy,327.1146245,253,14,6,7,4
1/15/2019,Off-White,542.6567164,67,14,6,7,4
1/15/2019,Yeezy,326.752,250,14,6,7,4
1/16/2019,Off-White,609.0689655,58,14,6,7,4
1/16/2019,Yeezy,322.5503597,278,14,6,7,4
1/17/2019,Off-White,534.9016393,61,13,6,6,4
1/17/2019,Yeezy,316.854251,247,13,6,6,4
1/18/2019,Off-White,583.0645161,62,13,6,6,4
1/18/2019,Yeezy,317.1769231,260,13,6,6,4
1/19/2019,Off-White,567.1041667,48,13,6,6,4
1/19/2019,Yeezy,317.5081967,244,13,6,6,4
1/20/2019,Off-White,565.9183673,49,13,6,6,4
1/20/2019,Yeezy,321.8515284,229,13,6,6,4
1/21/2019,Off-White,596.0833333,48,13,6,6,4
1/21/2019,Yeezy,334.3146552,232,13,6,6,4
1/22/2019,Off-White,601.0793651,63,13,6,6,4
1/22/2019,Yeezy,325.8426084,215,13,6,6,4
1/23/2019,Off-White,514.1525424,59,13,6,6,4
1/23/2019,Yeezy,331.5750439,196,13,6,6,4
1/24/2019,Off-White,526.7878788,66,11,6,6,4
1/24/2019,Yeezy,320.0235236,208,11,6,6,4
1/25/2019,Off-White,576.45,60,11,6,6,4
1/25/2019,Yeezy,329.9723452,219,11,6,6,4
1/26/2019,Off-White,577.5,56,11,6,6,4
1/26/2019,Yeezy,337.0604523,193,11,6,6,4
1/27/2019,Off-White,545.5450706,51,11,6,6,4
1/27/2019,Yeezy,336.3764451,193,11,6,6,4
1/28/2019,Off-White,583.8783784,74,11,6,6,4
1/28/2019,Yeezy,328.7568775,200,11,6,6,4
1/29/2019,Off-White,592.1570047,64,11,6,6,4
1/29/2019,Yeezy,354.1481772,189,11,6,6,4
1/30/2019,Off-White,530.3787879,66,11,6,6,4
1/30/2019,Yeezy,328.2181054,185,11,6,6,4
1/31/2019,Off-White,610.7402597,77,11,5,5,5
1/31/2019,Yeezy,337.8947764,199,11,5,5,5
2/1/2019,Off-White,609.2368421,76,11,5,5,5
2/1/2019,Yeezy,324.3128205,195,11,5,5,5
2/2/2019,Off-White,586.600752,50,11,5,5,5
2/2/2019,Yeezy,342.9518072,166,11,5,5,5
2/3/2019,Off-White,721.1298185,54,11,5,5,5
2/3/2019,Yeezy,333.3516412,165,11,5,5,5
2/4/2019,Off-White,539.3216892,74,11,5,5,5
2/4/2019,Yeezy,337.029703,202,11,5,5,5
2/5/2019,Off-White,638,86,11,5,5,5
2/5/2019,Yeezy,336.7408907,247,11,5,5,5
2/6/2019,Off-White,567.150641,312,11,5,5,5
2/6/2019,Yeezy,386.0055257,567,11,5,5,5
2/7/2019,Off-White,554.8210656,468,18,6,5,4
2/7/2019,Yeezy,375.7705988,425,18,6,5,4
2/8/2019,Off-White,577.1532403,186,18,6,5,4
2/8/2019,Yeezy,357.2378855,227,18,6,5,4
2/9/2019,Off-White,557.8938507,136,18,6,5,4
2/9/2019,Yeezy,346.8677776,210,18,6,5,4
2/10/2019,Off-White,558.9789474,95,18,6,5,4
2/10/2019,Yeezy,348.9759615,208,18,6,5,4
2/11/2019,Off-White,588.590596,198,18,6,5,4
2/11/2019,Yeezy,340.1331308,247,18,6,5,4
2/12/2019,Off-White,555.028878,191,18,6,5,4
2/12/2019,Yeezy,343.713615,213,18,6,5,4
2/13/2019,Off-White,556.9489051,137,18,6,5,4
2/13/2019,Yeezy,336.2070597,211,18,6,5,4
